,user_id,item_id,ratings
0,1,2,-0.4711848950435299
1,1,3,0.4147605398540502
2,1,5,-0.4711848950435299
3,1,6,1.3007059747516303
4,1,8,-2.2430757648386903
5,1,9,1.3007059747516303
6,1,10,-0.4711848950435299
7,1,11,-1.35713032994111
8,1,12,1.3007059747516303
9,1,13,1.3007059747516303
10,1,14,1.3007059747516303
11,1,15,1.3007059747516303
12,1,16,1.3007059747516303
13,1,17,-0.4711848950435299
14,1,18,0.4147605398540502
15,1,19,1.3007059747516303
16,1,20,0.4147605398540502
17,1,21,-2.2430757648386903
18,1,22,0.4147605398540502
19,1,23,0.4147605398540502
20,1,24,-0.4711848950435299
21,1,25,0.4147605398540502
22,1,26,-0.4711848950435299
23,1,27,-1.35713032994111
24,1,28,0.4147605398540502
25,1,29,-2.2430757648386903
26,1,30,-0.4711848950435299
27,1,31,-0.4711848950435299
28,1,32,1.3007059747516303
29,1,33,0.4147605398540502
30,1,34,-1.35713032994111
31,1,35,-2.2430757648386903
32,1,36,-1.35713032994111
33,1,37,-1.35713032994111
34,1,38,-0.4711848950435299
35,1,39,0.4147605398540502
36,1,40,-0.4711848950435299
37,1,41,-1.35713032994111
38,1,44,1.3007059747516303
39,1,45,1.3007059747516303
40,1,46,0.4147605398540502
41,1,47,0.4147605398540502
42,1,48,1.3007059747516303
43,1,49,-0.4711848950435299
44,1,50,1.3007059747516303
45,1,51,0.4147605398540502
46,1,52,0.4147605398540502
47,1,53,-0.4711848950435299
48,1,54,-0.4711848950435299
49,1,56,0.4147605398540502
50,1,57,1.3007059747516303
51,1,59,1.3007059747516303
52,1,60,1.3007059747516303
53,1,61,0.4147605398540502
54,1,62,-0.4711848950435299
55,1,63,-1.35713032994111
56,1,64,1.3007059747516303
57,1,65,0.4147605398540502
58,1,66,0.4147605398540502
59,1,67,-0.4711848950435299
60,1,68,0.4147605398540502
61,1,69,-0.4711848950435299
62,1,70,-0.4711848950435299
63,1,71,-0.4711848950435299
64,1,72,0.4147605398540502
65,1,73,-0.4711848950435299
66,1,74,-2.2430757648386903
67,1,75,0.4147605398540502
68,1,76,0.4147605398540502
69,1,77,0.4147605398540502
70,1,78,-2.2430757648386903
71,1,79,0.4147605398540502
72,1,80,0.4147605398540502
73,1,81,1.3007059747516303
74,1,82,1.3007059747516303
75,1,83,-0.4711848950435299
76,1,84,0.4147605398540502
77,1,85,-0.4711848950435299
78,1,86,1.3007059747516303
79,1,87,1.3007059747516303
80,1,88,0.4147605398540502
81,1,89,1.3007059747516303
82,1,90,0.4147605398540502
83,1,91,1.3007059747516303
